506296458,637276232,706706325,False,True,71
514123164,501305548,404464631,False,False,53
504274584,297095389,420421870,True,True,17
72532206,278233026,285983010,True,False,56
637645303,956820212,423016165,True,False,50
987193948,389081046,390447574,True,False,30
660335477,20317086,855450629,False,False,43
95965890,153377236,171971056,True,False,36
110450020,163295899,408822564,True,False,50
799892809,407677196,96035824,True,True,17
287733997,132446746,783753351,False,False,47
136645628,426008388,758596618,True,False,30
315178650,214483417,705049169,False,True,39
386093309,523910879,226366702,True,True,55
88497858,971237864,525210187,False,True,13
205614847,511693517,987416464,False,False,44
644910157,188821682,556369801,False,False,31
598953031,991678820,506474548,True,False,65
798990921,942573309,405023823,False,False,51
943435284,222267483,861220347,True,False,62
946122565,250238146,147635002,False,False,15
306880848,629530008,644168626,True,True,81
831493369,685455007,546822084,False,True,28
47781748,973972607,270460432,False,True,34
725797749,497442196,749144867,True,False,35
579516760,415413102,370175333,False,False,72
156810119,971177985,78522471,True,False,8
5218814,534678861,730163968,False,False,8
962167654,21513704,755754000,False,True,84
355309135,70299819,162821585,False,False,42
395982964,828454122,887316652,True,False,79
443656356,900893135,930939271,False,False,50
201025104,686435031,166328207,True,False,55
605636105,134605615,620762915,False,False,72
592293305,997843987,233697795,False,False,68
564029062,344975191,69200690,False,False,97
183930769,709097493,849883561,False,True,97
146154368,142196218,256402242,True,True,50
678345531,156096125,199695886,False,True,76
794951236,723931736,312195053,True,False,69
563298442,918154762,325602038,True,True,42
426134804,538216785,721071280,True,True,16
702854136,672468374,987069837,False,False,38
464297407,331874801,617196320,False,False,42
484520029,953945174,138776369,True,False,24
666995223,17313767,5269481,True,True,23
650184104,899431012,886253844,False,False,84
774208992,491207601,140813886,True,False,53
780301840,149974464,198034879,False,False,37
69754989,824880921,70998702,False,False,30
281359899,124305793,670359704,True,False,99
156236956,539921885,302599086,False,False,63
487809006,628031434,497591102,False,False,36
278381085,446330582,46715425,False,False,72
43397134,728863021,314994172,False,True,54
158382310,743777038,137227687,False,False,71
172071176,294569725,971064894,True,False,37
231131359,22613015,155181798,False,True,8
874362107,294989549,860672394,False,False,32
255281772,676313976,602778623,False,True,79
682974297,522920685,446744624,False,False,25
489238157,903552358,73125361,False,False,67
